customer_id,signup_date,customer_region,customer_country,segment
20681,2024-03-12,APAC,South Korea,New
20682,2025-01-21,EU,France,New
20683,2024-04-05,EU,Spain,New
20684,2025-08-08,EU,Spain,Returning
20685,2025-01-17,EU,France,New
20686,2023-01-18,EU,Poland,VIP
20687,2025-08-20,EU,France,New
20688,2025-07-16,NA,United States,New
20689,2023-02-12,NA,United States,New
20690,2024-01-17,NA,Mexico,New
20691,2025-08-03,NA,Canada,New
20692,2025-03-27,APAC,Japan,Returning
20693,2024-04-01,EU,Spain,Returning
20694,2024-06-14,APAC,India,Returning
20695,2023-01-29,EU,Poland,Returning
20696,2024-07-03,EU,Italy,Returning
20697,2024-10-11,APAC,Singapore,New
20698,2023-12-17,EU,Italy,New
20699,2023-10-26,NA,Canada,New
20700,2025-03-17,NA,Mexico,New
20701,2024-03-13,NA,Canada,Returning
20702,2023-09-15,EU,Sweden,Returning
20703,2024-01-01,EU,France,Returning
20704,2024-04-24,EU,Netherlands,New
20705,2023-09-10,NA,United States,New
20706,2024-06-29,EU,Sweden,New
20707,2025-04-18,EU,Spain,New
20708,2024-12-24,EU,Sweden,Returning
20709,2023-08-14,EU,Sweden,Returning
20710,2024-04-04,EU,Italy,New
20711,2024-06-13,EU,Poland,New
20712,2024-10-24,EU,Germany,New
20713,2025-01-06,EU,Italy,New
20714,2024-04-17,NA,Mexico,New
20715,2023-11-03,APAC,Singapore,Returning
20716,2024-10-04,EU,Sweden,New
20717,2023-05-03,EU,Poland,New
20718,2024-10-18,EU,Netherlands,New
20719,2025-05-23,EU,Germany,New
20720,2024-11-21,EU,Germany,New
20721,2024-02-27,EU,Sweden,New
20722,2025-03-12,NA,Mexico,New
20723,2024-06-02,EU,Germany,New
20724,2024-06-10,NA,Canada,Returning
20725,2025-04-09,EU,Sweden,Returning
20726,2023-07-08,EU,Poland,Returning
20727,2025-01-29,NA,Mexico,Returning
20728,2024-10-23,EU,Germany,New
20729,2024-05-30,NA,United States,New
20730,2023-03-17,EU,Poland,New
20731,2025-01-15,APAC,Japan,Returning
20732,2023-08-02,NA,Mexico,Returning
20733,2025-05-22,NA,Mexico,New
20734,2025-02-10,EU,Netherlands,Returning
20735,2023-12-21,EU,Italy,Returning
20736,2024-02-28,EU,Poland,Returning
20737,2023-01-25,APAC,Singapore,Returning
20738,2024-04-30,EU,Italy,New
20739,2023-02-26,EU,Germany,New
20740,2025-08-19,NA,United States,New
20741,2024-09-15,EU,Sweden,VIP
20742,2023-08-18,NA,Mexico,New
20743,2025-02-21,EU,Italy,Returning
20744,2023-01-20,APAC,Singapore,New
20745,2024-06-19,EU,Spain,Returning
20746,2023-04-19,EU,Italy,New
20747,2023-02-23,APAC,India,New
20748,2023-08-27,APAC,South Korea,New
20749,2023-10-14,EU,Germany,Returning
20750,2024-12-08,EU,Sweden,New
20751,2025-05-17,NA,United States,New
20752,2025-01-25,EU,Sweden,Returning
20753,2024-12-21,APAC,Singapore,New
20754,2024-07-04,APAC,Australia,Returning
20755,2023-12-28,NA,United States,New
20756,2023-09-06,NA,United States,New
20757,2025-07-10,EU,Spain,New
20758,2024-05-23,EU,France,Returning
20759,2024-07-03,APAC,Japan,New
20760,2023-01-15,NA,Mexico,Returning
20761,2024-03-22,EU,France,Returning
20762,2024-10-26,EU,Italy,Returning
20763,2024-04-27,EU,Sweden,New
20764,2024-08-21,EU,Poland,New
20765,2025-02-27,EU,Poland,Returning
20766,2023-01-22,APAC,Japan,Returning
20767,2025-05-30,EU,Germany,New
20768,2025-03-06,EU,Netherlands,Returning
20769,2024-02-13,NA,Mexico,New
20770,2025-01-13,EU,Poland,Returning
20771,2023-03-06,EU,Sweden,New
20772,2023-10-28,APAC,Australia,Returning
20773,2023-04-15,NA,Mexico,Returning
20774,2024-09-10,EU,Sweden,New
20775,2025-04-13,NA,Mexico,Returning
20776,2024-08-08,EU,Spain,VIP
20777,2024-11-24,EU,Italy,Returning
20778,2023-05-20,EU,France,New
20779,2025-06-28,APAC,South Korea,New
20780,2023-07-08,APAC,South Korea,New
20781,2024-05-27,EU,Germany,New
20782,2024-10-27,EU,Germany,Returning
20783,2025-04-14,APAC,Japan,Returning
20784,2025-06-28,EU,France,New
20785,2024-08-06,NA,Canada,New
20786,2024-07-15,NA,Canada,New
20787,2024-02-11,NA,Mexico,New
20788,2024-07-07,APAC,Singapore,Returning
20789,2024-10-19,EU,Netherlands,Returning
20790,2024-09-21,EU,Germany,New
20791,2024-07-30,NA,United States,New
20792,2024-03-05,NA,Canada,Returning
20793,2023-07-10,EU,Poland,New
20794,2023-02-22,APAC,Singapore,Returning
20795,2024-02-14,EU,France,New
20796,2024-01-22,NA,Mexico,VIP
20797,2024-08-15,EU,Spain,New
20798,2025-05-26,NA,United States,New
20799,2024-11-14,NA,Mexico,New
20800,2025-02-23,EU,Spain,New
20801,2024-07-17,EU,Spain,New
20802,2025-06-22,APAC,India,New
20803,2025-07-04,EU,Germany,Returning
20804,2023-05-29,EU,Netherlands,Returning
20805,2024-09-14,EU,France,Returning
20806,2024-05-07,APAC,India,New
20807,2025-08-04,NA,Mexico,New
20808,2024-07-23,EU,Spain,New
20809,2023-01-16,EU,Poland,New
20810,2023-07-24,NA,Mexico,Returning
20811,2023-05-07,EU,France,New
20812,2023-07-15,APAC,South Korea,New
20813,2023-04-04,EU,Netherlands,New
20814,2025-01-31,EU,Germany,Returning
20815,2024-04-26,APAC,South Korea,New
20816,2024-10-16,EU,Spain,Returning
20817,2025-08-31,APAC,India,Returning
20818,2024-09-22,APAC,Japan,New
20819,2024-04-11,APAC,Japan,Returning
20820,2023-09-18,NA,Canada,New
20821,2025-01-04,NA,Canada,Returning
20822,2024-05-08,NA,Canada,New
20823,2025-01-07,NA,Mexico,New
20824,2023-01-23,NA,Mexico,Returning
20825,2023-06-08,APAC,Australia,New
20826,2023-05-07,APAC,India,New
20827,2024-10-25,EU,Sweden,New
20828,2024-05-19,EU,France,New
20829,2023-11-05,EU,Italy,Returning
20830,2023-10-29,EU,Sweden,New
20831,2024-08-14,EU,Spain,Returning
20832,2025-07-29,APAC,Singapore,VIP
20833,2025-08-27,EU,Poland,New
20834,2024-04-04,EU,Sweden,New
20835,2024-10-15,EU,Italy,Returning
20836,2023-03-23,APAC,Australia,New
20837,2025-07-09,EU,Italy,New
20838,2023-01-18,EU,Germany,Returning
20839,2023-11-30,NA,United States,New
20840,2024-12-07,EU,Italy,Returning
20841,2025-08-02,EU,Spain,Returning
20842,2023-06-17,EU,Netherlands,Returning
20843,2024-10-05,NA,United States,New
20844,2023-07-02,NA,Mexico,Returning
20845,2023-02-18,APAC,India,Returning
20846,2024-02-17,NA,United States,New
20847,2024-07-15,EU,Netherlands,New
20848,2023-09-15,EU,Spain,New
20849,2025-08-05,NA,Canada,Returning
20850,2024-08-23,NA,Canada,New
20851,2024-03-02,EU,Sweden,New
20852,2024-04-18,EU,France,Returning
20853,2024-03-28,NA,Canada,Returning
20854,2023-04-19,NA,Canada,New
20855,2024-08-13,NA,Canada,New
20856,2025-02-03,EU,Germany,Returning
20857,2024-02-15,NA,Canada,New
20858,2024-02-19,EU,Spain,New
20859,2025-06-05,EU,Germany,New
20860,2024-08-17,EU,Sweden,New
20861,2023-10-18,EU,France,New
20862,2023-01-04,EU,Poland,New
20863,2025-03-12,EU,Germany,Returning
20864,2024-09-02,APAC,South Korea,Returning
20865,2024-09-01,EU,Sweden,New
20866,2023-10-03,EU,Netherlands,Returning
20867,2023-07-01,NA,Canada,Returning
20868,2024-04-26,NA,Mexico,Returning
20869,2025-01-08,EU,Poland,New
20870,2023-10-17,NA,United States,New
20871,2024-05-28,NA,Canada,New
20872,2025-08-28,EU,Sweden,New
20873,2023-08-02,APAC,South Korea,New
20874,2023-08-13,EU,Germany,New
20875,2023-08-18,APAC,India,New
20876,2025-06-08,EU,Spain,VIP
20877,2024-05-30,NA,Canada,New
20878,2025-06-13,APAC,Australia,New
20879,2025-07-12,NA,Canada,VIP
20880,2024-02-15,EU,Netherlands,New
20881,2023-02-23,EU,Sweden,New
20882,2023-10-24,EU,Poland,New
20883,2024-06-13,EU,Italy,New
20884,2024-01-07,NA,Canada,Returning
20885,2023-01-03,EU,Germany,New
20886,2025-08-21,APAC,Singapore,New
20887,2023-10-23,EU,Germany,New
20888,2024-08-25,EU,Germany,New
20889,2025-07-11,EU,Germany,New
20890,2024-06-14,EU,Poland,Returning
20891,2024-11-07,NA,Mexico,New
20892,2023-02-04,EU,Spain,Returning
20893,2024-11-09,EU,Poland,New
20894,2025-04-05,EU,Germany,New
20895,2025-06-13,EU,Poland,New
20896,2023-03-23,EU,France,New
20897,2023-08-11,NA,United States,New
20898,2023-02-15,EU,Spain,Returning
20899,2025-06-13,EU,Italy,Returning
20900,2023-09-25,NA,United States,Returning
20901,2024-06-01,EU,Poland,New
20902,2024-04-08,EU,Netherlands,Returning
20903,2024-11-01,EU,Poland,New
20904,2025-05-22,EU,Poland,Returning
20905,2023-11-12,EU,France,New
20906,2025-02-08,NA,Canada,Returning
20907,2023-10-11,EU,Sweden,Returning
20908,2023-07-12,EU,Poland,New
20909,2023-04-14,APAC,India,New
20910,2023-12-29,EU,France,VIP
20911,2024-06-29,EU,Spain,Returning
20912,2025-01-29,EU,Netherlands,Returning
20913,2025-04-06,NA,United States,New
20914,2024-05-28,EU,Poland,New
20915,2024-02-03,NA,Mexico,Returning
20916,2023-06-19,APAC,India,New
20917,2025-06-09,EU,Netherlands,Returning
20918,2024-01-21,APAC,Singapore,New
20919,2025-01-14,EU,Spain,New
20920,2024-09-01,EU,Netherlands,Returning
20921,2025-06-26,APAC,South Korea,Returning
20922,2025-08-05,APAC,India,New
20923,2024-11-19,NA,Mexico,VIP
20924,2024-10-06,NA,Canada,New
20925,2023-05-14,NA,United States,New
20926,2023-01-16,EU,Poland,New
20927,2024-06-15,EU,Germany,New
20928,2024-11-17,EU,Netherlands,New
20929,2024-12-27,NA,Canada,New
20930,2023-09-02,EU,Sweden,New
20931,2024-05-05,EU,Poland,New
20932,2025-04-19,EU,Poland,Returning
20933,2023-04-04,APAC,South Korea,New
20934,2024-01-09,EU,Germany,Returning
20935,2025-07-08,EU,Germany,VIP
20936,2023-07-14,APAC,Singapore,New
20937,2023-11-05,NA,Canada,New
20938,2024-03-31,EU,Germany,New
20939,2024-11-01,NA,United States,New
20940,2023-09-06,EU,Germany,New
20941,2025-02-10,NA,Canada,New
20942,2023-08-18,EU,France,New
20943,2023-12-25,EU,Germany,New
20944,2024-07-12,EU,Italy,Returning
20945,2023-01-12,EU,Sweden,Returning
20946,2025-01-17,APAC,Japan,Returning
20947,2024-10-13,EU,Germany,New
20948,2025-03-24,EU,Poland,New
20949,2023-09-25,EU,Spain,New
20950,2024-01-23,NA,Canada,New
20951,2025-05-25,EU,France,New
20952,2023-03-07,NA,United States,New
20953,2024-04-23,EU,France,New
20954,2024-04-16,EU,Poland,New
20955,2024-03-11,APAC,Japan,Returning
20956,2024-02-27,EU,Netherlands,Returning
20957,2024-12-28,EU,Spain,New
20958,2023-07-11,EU,Sweden,Returning
20959,2025-05-17,EU,Spain,Returning
20960,2025-05-22,EU,France,Returning
20961,2023-06-24,NA,Canada,New
20962,2025-08-06,APAC,Singapore,New
20963,2023-09-13,EU,France,New
20964,2023-02-20,APAC,India,Returning
20965,2024-01-23,EU,Poland,Returning
20966,2025-02-14,EU,Poland,New
20967,2025-04-02,EU,Netherlands,New
20968,2024-09-20,EU,Germany,Returning
20969,2025-03-01,EU,Sweden,New
20970,2023-09-12,EU,France,New
20971,2025-05-06,APAC,India,New
20972,2024-09-10,NA,Mexico,VIP
20973,2023-05-11,EU,Netherlands,New
20974,2023-05-06,APAC,South Korea,New
20975,2023-09-18,NA,Canada,New
20976,2023-03-09,EU,Netherlands,New
20977,2023-10-03,APAC,India,Returning
20978,2025-08-25,NA,Canada,New
20979,2023-08-22,EU,Sweden,Returning
20980,2024-09-11,APAC,Japan,Returning
20981,2025-08-10,NA,Mexico,New
20982,2023-09-04,EU,Netherlands,New
20983,2024-11-09,EU,Italy,New
20984,2024-03-14,APAC,Australia,Returning
20985,2023-10-05,EU,Netherlands,New
20986,2025-07-14,EU,Italy,Returning
20987,2024-10-01,EU,France,Returning
20988,2024-03-03,NA,Canada,Returning
20989,2025-03-01,APAC,South Korea,Returning
20990,2025-05-27,EU,Italy,New
20991,2025-01-31,APAC,India,New
20992,2025-04-26,NA,Canada,New
20993,2023-11-10,EU,France,New
20994,2023-12-02,EU,Spain,New
20995,2023-08-15,EU,Netherlands,Returning
20996,2024-11-08,EU,France,New
20997,2025-02-21,EU,Sweden,New
20998,2024-10-05,EU,Poland,Returning
20999,2024-08-06,EU,Spain,New
21000,2025-01-21,EU,Spain,New
21001,2023-06-26,EU,Sweden,New
21002,2023-12-23,NA,United States,New
21003,2024-11-19,EU,France,New
21004,2023-02-20,NA,United States,New
21005,2025-06-06,EU,Germany,Returning
21006,2023-06-16,APAC,India,New
21007,2025-02-05,EU,Sweden,New
21008,2024-08-23,NA,United States,New
21009,2025-04-05,NA,United States,New
21010,2025-01-24,NA,Mexico,Returning
21011,2024-05-17,EU,Italy,New
21012,2025-01-06,EU,Poland,Returning
21013,2023-12-04,EU,Poland,New
21014,2024-07-22,NA,Mexico,New
21015,2025-06-10,EU,Poland,Returning
21016,2023-03-24,EU,France,Returning
21017,2023-12-13,NA,United States,New
21018,2023-01-17,NA,Mexico,Returning
21019,2024-06-04,NA,Canada,New
21020,2025-01-31,EU,Netherlands,New
21021,2023-02-07,EU,Italy,New
21022,2024-06-19,EU,Germany,Returning
21023,2024-02-09,EU,Netherlands,New
21024,2025-02-01,EU,Sweden,New
21025,2023-08-03,EU,Italy,Returning
21026,2023-06-08,NA,Mexico,New
21027,2023-04-03,EU,France,Returning
21028,2024-02-01,NA,Canada,New
21029,2024-04-19,EU,Spain,New
21030,2025-06-14,NA,United States,New
21031,2024-03-29,EU,Sweden,New
21032,2023-06-17,EU,Spain,New
21033,2024-11-11,APAC,South Korea,VIP
21034,2023-03-01,EU,Sweden,Returning
21035,2023-12-03,EU,Italy,Returning
21036,2024-09-28,NA,United States,New
21037,2023-09-05,EU,France,New
21038,2024-08-02,APAC,India,Returning
21039,2024-03-17,EU,France,New
21040,2025-07-16,EU,France,New
21041,2023-10-07,EU,Germany,New
21042,2025-06-01,EU,Sweden,Returning
21043,2024-09-01,NA,Canada,New
21044,2024-12-30,EU,Italy,New
21045,2023-06-14,EU,Italy,New
21046,2023-01-19,APAC,South Korea,New
21047,2024-12-12,EU,France,New
21048,2024-04-12,EU,Netherlands,Returning
21049,2023-10-28,EU,Netherlands,New
21050,2025-05-22,EU,Italy,Returning
21051,2023-11-15,NA,Canada,Returning
21052,2024-02-27,NA,Canada,New
21053,2024-12-06,APAC,Japan,New
21054,2025-07-26,NA,Canada,New
21055,2025-05-25,APAC,Singapore,New
21056,2024-09-27,EU,France,Returning
21057,2023-04-18,EU,Germany,New
21058,2023-04-17,APAC,Singapore,New
21059,2024-11-05,EU,France,New
21060,2024-05-11,EU,Spain,Returning
21061,2023-05-10,EU,Italy,New
21062,2024-11-08,NA,Mexico,VIP
21063,2025-07-06,NA,Mexico,New
21064,2023-03-05,APAC,Japan,New
21065,2025-03-15,APAC,India,New
21066,2023-12-02,APAC,South Korea,Returning
21067,2024-01-23,NA,Mexico,Returning
21068,2024-11-29,EU,Netherlands,New
21069,2023-08-29,EU,Germany,Returning
21070,2023-06-02,EU,Poland,New
21071,2025-07-27,NA,Mexico,Returning
21072,2023-12-06,NA,Canada,New
21073,2023-06-15,EU,Italy,New
21074,2024-11-02,EU,Sweden,New
21075,2023-07-31,NA,Canada,VIP
21076,2025-01-25,APAC,Japan,Returning
21077,2023-03-10,NA,Canada,New
21078,2024-05-20,EU,Sweden,New
21079,2024-01-28,APAC,Australia,Returning
21080,2025-07-20,EU,Italy,New
21081,2024-05-22,EU,Netherlands,Returning
21082,2025-06-20,APAC,India,VIP
21083,2023-08-31,NA,Canada,New
21084,2024-04-06,EU,France,Returning
21085,2025-03-03,EU,Italy,New
21086,2023-06-06,NA,United States,New
21087,2025-06-22,EU,Netherlands,New
21088,2025-01-22,EU,Netherlands,Returning
21089,2024-10-21,EU,Poland,Returning
21090,2023-08-25,EU,Italy,New
21091,2025-03-07,NA,Canada,New
21092,2025-03-31,APAC,India,New
21093,2023-10-13,EU,France,New
21094,2024-07-25,EU,France,Returning
21095,2023-03-01,APAC,Japan,New
21096,2024-01-19,APAC,Singapore,New
21097,2023-05-27,EU,Sweden,Returning
21098,2024-06-25,NA,Mexico,Returning
21099,2024-06-18,EU,Netherlands,Returning
21100,2024-06-02,EU,France,New
21101,2024-10-21,EU,France,New
21102,2025-06-19,NA,Canada,New
21103,2023-07-11,EU,France,New
21104,2023-07-28,EU,Poland,New
21105,2023-07-29,EU,France,Returning
21106,2025-06-23,EU,Netherlands,New
21107,2023-04-01,EU,Sweden,New
21108,2023-01-31,EU,Netherlands,New
21109,2023-06-06,EU,Poland,Returning
21110,2025-01-19,NA,Canada,New
21111,2024-07-18,NA,United States,New
21112,2025-06-14,NA,Canada,New
21113,2023-07-18,NA,Canada,Returning
21114,2024-01-19,EU,Sweden,Returning
21115,2024-06-24,NA,Mexico,Returning
21116,2023-03-13,EU,Germany,New
21117,2025-06-13,NA,Canada,New
21118,2025-02-22,EU,Italy,New
21119,2023-05-21,NA,United States,Returning
21120,2025-03-31,APAC,Singapore,Returning
21121,2024-03-13,APAC,Australia,New
21122,2023-11-24,APAC,Australia,Returning
21123,2025-07-10,NA,Canada,Returning
21124,2024-05-20,EU,Spain,VIP
21125,2023-08-10,APAC,South Korea,New
21126,2025-02-27,APAC,India,New
21127,2024-11-28,NA,United States,New
21128,2023-07-07,APAC,Singapore,New
21129,2024-10-21,EU,Italy,New
21130,2024-09-04,EU,Sweden,New
21131,2023-09-26,EU,Poland,New
21132,2024-02-24,EU,Sweden,New
21133,2025-03-28,APAC,Singapore,New
21134,2023-06-19,NA,United States,Returning
21135,2024-12-04,NA,Mexico,New
21136,2025-03-20,APAC,Japan,Returning
21137,2025-07-01,EU,Germany,Returning
21138,2023-11-13,APAC,South Korea,New
21139,2023-09-17,NA,Mexico,New
21140,2025-06-29,NA,Mexico,VIP
21141,2024-03-26,APAC,Japan,Returning
21142,2024-07-08,NA,Mexico,New
21143,2024-05-14,APAC,Japan,Returning
21144,2024-05-16,EU,Spain,New
21145,2024-08-31,APAC,South Korea,New
21146,2024-02-17,EU,Netherlands,Returning
21147,2024-01-17,EU,Germany,Returning
21148,2024-01-26,EU,Netherlands,New
21149,2024-10-01,NA,Canada,New
21150,2025-03-07,EU,France,Returning
21151,2024-06-24,APAC,India,Returning
21152,2024-10-21,APAC,Australia,Returning
21153,2024-02-07,NA,Mexico,VIP
21154,2025-01-23,NA,Mexico,New
21155,2024-01-19,EU,France,New
21156,2024-02-15,APAC,Japan,VIP
21157,2023-02-23,NA,United States,New
21158,2023-09-12,APAC,Japan,Returning
21159,2024-12-20,EU,Netherlands,New
21160,2023-03-26,EU,Germany,New
21161,2023-08-07,APAC,Japan,VIP
21162,2025-01-26,APAC,Singapore,Returning
21163,2025-04-30,EU,Sweden,Returning
21164,2024-02-09,EU,Germany,New
21165,2024-02-01,APAC,India,New
21166,2024-05-10,APAC,Japan,VIP
21167,2025-01-20,EU,Netherlands,New
21168,2024-04-02,EU,Sweden,Returning
21169,2023-06-18,NA,Mexico,New
21170,2024-02-24,EU,Germany,VIP
21171,2023-09-06,APAC,Australia,New
21172,2024-10-28,APAC,Japan,New
21173,2023-05-19,NA,United States,New
21174,2024-08-15,EU,Poland,New
21175,2023-05-07,APAC,Singapore,Returning
21176,2025-08-04,APAC,South Korea,New
21177,2024-09-15,EU,Spain,New
21178,2023-05-16,APAC,Australia,New
21179,2025-07-22,NA,United States,New
21180,2024-07-12,EU,Italy,Returning
21181,2024-08-13,EU,Italy,New
21182,2023-03-03,EU,Spain,Returning
21183,2023-07-02,EU,Poland,New
21184,2025-02-25,EU,Italy,Returning
21185,2024-03-31,EU,Poland,New
21186,2024-08-23,NA,United States,New
21187,2025-08-19,APAC,India,New
21188,2024-02-22,APAC,Australia,New
21189,2024-01-06,NA,Canada,Returning
21190,2025-02-20,EU,Sweden,Returning
21191,2023-03-06,NA,United States,New
21192,2024-03-19,APAC,Singapore,Returning
21193,2025-04-12,EU,Germany,New
21194,2023-08-10,APAC,Japan,New
21195,2023-10-24,EU,Sweden,New
21196,2024-04-05,EU,Sweden,New
21197,2023-03-14,EU,Netherlands,New
21198,2023-03-10,NA,United States,New
21199,2023-09-02,NA,United States,Returning
21200,2025-05-24,NA,Mexico,New
21201,2023-08-05,NA,Mexico,New
21202,2024-12-12,EU,Spain,New
21203,2024-02-19,NA,Canada,Returning
21204,2025-01-10,APAC,South Korea,New
21205,2023-11-18,EU,France,Returning
21206,2025-05-01,NA,Canada,Returning
21207,2023-12-28,NA,United States,New
21208,2025-02-09,APAC,Australia,New
21209,2025-03-20,EU,Italy,New
21210,2024-02-25,NA,United States,New
21211,2024-10-11,NA,Mexico,Returning
21212,2023-04-26,EU,Sweden,New
21213,2024-04-28,EU,Netherlands,New
21214,2023-12-30,EU,Sweden,Returning
21215,2025-07-18,EU,Sweden,VIP
21216,2025-06-28,APAC,India,New
21217,2025-02-01,APAC,Singapore,Returning
21218,2025-07-13,EU,Sweden,New
21219,2025-08-08,APAC,India,New
21220,2025-01-17,EU,Germany,New
21221,2024-08-01,EU,France,Returning
21222,2023-07-19,EU,Italy,New
21223,2025-03-05,APAC,Singapore,New
21224,2023-07-09,EU,Sweden,Returning
21225,2023-06-30,EU,Poland,Returning
21226,2025-05-06,NA,United States,New
21227,2023-04-22,APAC,Australia,New
21228,2023-05-19,EU,Poland,Returning
21229,2024-05-12,APAC,Japan,Returning
21230,2024-07-22,NA,Canada,New
21231,2023-02-14,EU,Poland,New
21232,2024-01-04,EU,Netherlands,New
21233,2023-08-08,EU,Spain,Returning
21234,2023-10-22,EU,Netherlands,Returning
21235,2023-06-26,NA,Mexico,New
21236,2024-10-21,EU,Netherlands,New
21237,2024-04-05,EU,France,Returning
21238,2025-07-23,EU,Poland,New
21239,2023-01-09,EU,Spain,New
21240,2025-01-27,EU,Italy,New
21241,2025-06-05,EU,France,VIP
21242,2024-04-18,NA,Mexico,New
21243,2024-11-12,EU,France,New
21244,2024-03-05,APAC,Japan,New
21245,2024-08-02,APAC,South Korea,Returning
21246,2025-06-03,NA,United States,VIP
21247,2024-05-31,APAC,Japan,Returning
21248,2024-07-17,EU,Sweden,Returning
21249,2025-08-19,NA,Canada,New
21250,2024-04-28,NA,Canada,New
21251,2023-06-18,APAC,India,Returning
21252,2024-10-27,EU,Spain,New
21253,2024-11-05,NA,Canada,New
21254,2023-08-19,APAC,South Korea,New
21255,2024-12-10,EU,Italy,Returning
21256,2023-03-04,EU,Sweden,Returning
21257,2023-11-08,APAC,Singapore,New
21258,2025-04-12,EU,Poland,New
21259,2024-08-24,EU,Sweden,New
21260,2024-08-14,EU,France,Returning
21261,2024-08-27,EU,Germany,New
21262,2023-06-10,EU,Sweden,New
21263,2025-07-25,APAC,South Korea,Returning
21264,2023-10-18,NA,United States,Returning
21265,2025-02-04,NA,United States,New
21266,2025-08-22,EU,Italy,New
21267,2023-08-23,NA,United States,New
21268,2024-09-09,EU,Germany,Returning
21269,2023-02-11,NA,Canada,Returning
21270,2024-09-11,EU,Italy,New
21271,2024-03-05,EU,Netherlands,New
21272,2023-03-12,APAC,India,VIP
21273,2024-10-16,EU,Italy,New
21274,2025-08-01,EU,Spain,Returning
21275,2023-03-22,APAC,Japan,New
21276,2025-05-19,EU,Sweden,New
21277,2025-04-01,EU,France,Returning
21278,2024-06-17,NA,Canada,Returning
21279,2025-05-27,NA,Mexico,VIP
21280,2023-10-29,EU,Italy,New
21281,2024-12-02,EU,Netherlands,New
21282,2024-11-10,NA,Mexico,New
21283,2024-07-19,EU,Italy,New
21284,2025-03-22,APAC,South Korea,Returning
21285,2025-05-03,APAC,Japan,New
21286,2025-02-04,NA,Canada,VIP
21287,2024-07-27,NA,Mexico,New
21288,2025-08-09,NA,United States,Returning
21289,2024-06-25,NA,Mexico,New
21290,2024-09-12,NA,Canada,New
21291,2023-07-03,EU,Poland,New
21292,2023-11-09,EU,Netherlands,New
21293,2025-05-31,APAC,Australia,New
21294,2024-04-29,NA,Mexico,Returning
21295,2024-05-12,EU,Poland,New
21296,2025-03-06,APAC,Australia,Returning
21297,2023-11-14,EU,Germany,New
21298,2023-09-16,EU,Poland,Returning
21299,2023-01-09,APAC,Singapore,Returning
21300,2023-08-14,NA,Canada,New
21301,2024-05-13,EU,France,Returning
21302,2024-12-06,NA,Mexico,New
21303,2023-11-17,NA,Mexico,New
21304,2024-03-08,NA,United States,Returning
21305,2023-08-04,EU,Poland,New
21306,2025-03-06,EU,Italy,Returning
21307,2024-05-26,NA,Canada,New
21308,2023-05-20,EU,Poland,New
21309,2024-08-16,APAC,Singapore,New
21310,2023-11-23,NA,United States,Returning
21311,2025-04-22,NA,Mexico,Returning
21312,2023-09-19,EU,Sweden,Returning
21313,2025-04-22,NA,Mexico,New
21314,2024-11-10,APAC,India,New
21315,2023-05-12,APAC,Japan,New
21316,2025-01-09,APAC,Australia,New
21317,2024-12-02,APAC,India,New
21318,2024-03-20,NA,Canada,New
21319,2023-06-06,EU,France,New
21320,2024-04-10,EU,France,Returning
21321,2024-08-15,EU,Italy,Returning
21322,2023-05-09,APAC,Singapore,Returning
21323,2023-11-29,EU,Netherlands,New
21324,2024-11-14,EU,Germany,Returning
21325,2024-06-22,NA,United States,VIP
21326,2025-08-24,NA,Canada,New
21327,2023-07-31,EU,Italy,New
21328,2025-01-27,NA,Canada,Returning
21329,2024-02-19,APAC,India,Returning
21330,2023-08-06,APAC,India,Returning
21331,2025-07-15,EU,Poland,New
21332,2024-08-29,EU,Spain,Returning
21333,2024-06-05,APAC,Japan,New
21334,2023-10-15,NA,Canada,Returning
21335,2025-05-08,APAC,Japan,Returning
21336,2023-01-30,EU,Germany,Returning
21337,2023-04-23,EU,France,Returning
21338,2023-06-25,NA,United States,New
21339,2024-09-28,EU,Spain,New
21340,2023-04-10,EU,France,New
21341,2025-02-15,EU,Italy,New
21342,2023-07-10,NA,Canada,New
21343,2024-10-20,EU,Sweden,Returning
21344,2025-02-13,EU,Sweden,New
21345,2025-05-05,EU,France,New
21346,2023-10-13,EU,Italy,New
21347,2023-03-14,APAC,South Korea,New
21348,2025-01-07,EU,Poland,Returning
21349,2024-03-13,APAC,Australia,New
21350,2025-07-13,NA,Canada,Returning
21351,2023-07-03,EU,Netherlands,New
21352,2024-07-13,EU,France,New
21353,2023-04-27,EU,France,Returning
21354,2024-04-17,EU,Sweden,New
21355,2023-01-02,EU,Sweden,Returning
21356,2024-12-31,NA,Canada,New
21357,2024-08-12,NA,Mexico,Returning
21358,2023-04-05,EU,Italy,New
21359,2024-05-01,EU,Netherlands,New
21360,2024-02-22,EU,Poland,New
21361,2024-10-18,APAC,South Korea,New
21362,2024-04-30,APAC,Singapore,Returning
21363,2024-03-23,APAC,Singapore,Returning
21364,2025-03-20,NA,Canada,Returning
21365,2024-05-20,EU,Poland,New
21366,2025-03-04,NA,United States,New
21367,2025-05-12,EU,Poland,New
21368,2025-04-06,EU,Netherlands,Returning
21369,2025-07-19,EU,Spain,New
21370,2024-11-10,APAC,Australia,Returning
21371,2024-07-01,NA,Mexico,Returning
21372,2024-05-31,NA,Mexico,New
21373,2023-07-19,APAC,Australia,Returning
21374,2025-03-17,APAC,Japan,Returning
21375,2024-11-06,EU,Sweden,New
21376,2025-04-30,APAC,Singapore,New
21377,2024-11-14,APAC,South Korea,New
