date,region,channel,spend,sessions
2024-07-29,NA,Paid Search,1247.93,3735
2024-07-29,NA,Social,851.85,3307
2024-07-29,NA,Email,275.98,615
2024-07-29,NA,Affiliate,380.74,1291
2024-07-29,NA,Direct,83.76,124
2024-07-29,APAC,Paid Search,1000.11,2048
2024-07-29,APAC,Social,533.6,1829
2024-07-29,APAC,Email,258.69,528
2024-07-29,APAC,Affiliate,307.82,848
2024-07-29,APAC,Direct,78.26,100
2024-07-30,EU,Paid Search,1426.39,3369
2024-07-30,EU,Social,1065.33,2228
2024-07-30,EU,Email,259.96,435
2024-07-30,EU,Affiliate,479.85,1759
2024-07-30,EU,Direct,85.91,180
2024-07-30,NA,Paid Search,906.92,3718
2024-07-30,NA,Social,693.75,3632
2024-07-30,NA,Email,238.26,467
2024-07-30,NA,Affiliate,254.17,675
2024-07-30,NA,Direct,89.57,100
2024-07-30,APAC,Paid Search,786.48,3072
2024-07-30,APAC,Social,814.52,3690
2024-07-30,APAC,Email,201.22,491
2024-07-30,APAC,Affiliate,248.15,725
2024-07-30,APAC,Direct,71.0,100
2024-07-31,EU,Paid Search,1199.55,3914
2024-07-31,EU,Social,825.94,3143
2024-07-31,EU,Email,369.26,792
2024-07-31,EU,Affiliate,373.13,1109
2024-07-31,EU,Direct,89.92,149
2024-07-31,NA,Paid Search,1118.61,4256
2024-07-31,NA,Social,716.13,4431
2024-07-31,NA,Email,235.96,388
2024-07-31,NA,Affiliate,328.65,1045
2024-07-31,NA,Direct,68.7,100
2024-07-31,APAC,Paid Search,868.98,2739
2024-07-31,APAC,Social,636.77,2279
2024-07-31,APAC,Email,230.69,395
2024-07-31,APAC,Affiliate,334.17,721
2024-07-31,APAC,Direct,81.4,100
2024-08-01,EU,Paid Search,1359.35,5709
2024-08-01,EU,Social,882.63,3397
2024-08-01,EU,Email,294.68,476
2024-08-01,EU,Affiliate,434.06,1638
2024-08-01,EU,Direct,90.19,128
2024-08-01,NA,Paid Search,717.56,2929
2024-08-01,NA,Social,677.9,2992
2024-08-01,NA,Email,252.93,464
2024-08-01,NA,Affiliate,356.21,1288
2024-08-01,NA,Direct,71.96,119
2024-08-01,APAC,Paid Search,700.55,3493
2024-08-01,APAC,Social,425.95,2084
2024-08-01,APAC,Email,162.29,300
2024-08-01,APAC,Affiliate,310.34,705
2024-08-01,APAC,Direct,88.08,123
2024-08-02,EU,Paid Search,1013.8,2671
2024-08-02,EU,Social,973.97,4452
2024-08-02,EU,Email,350.45,773
2024-08-02,EU,Affiliate,316.11,893
2024-08-02,EU,Direct,123.85,186
2024-08-02,NA,Paid Search,1098.04,4012
2024-08-02,NA,Social,716.67,2798
2024-08-02,NA,Email,254.25,613
2024-08-02,NA,Affiliate,317.42,1116
2024-08-02,NA,Direct,79.28,100
2024-08-02,APAC,Paid Search,753.14,2212
2024-08-02,APAC,Social,504.1,2008
2024-08-02,APAC,Email,244.92,448
2024-08-02,APAC,Affiliate,214.42,582
2024-08-02,APAC,Direct,66.91,100
2024-08-03,EU,Paid Search,1048.05,3386
2024-08-03,EU,Social,698.41,2185
2024-08-03,EU,Email,238.78,613
2024-08-03,EU,Affiliate,446.31,1261
2024-08-03,EU,Direct,112.06,144
2024-08-03,NA,Paid Search,578.82,2452
2024-08-03,NA,Social,681.19,2464
2024-08-03,NA,Email,239.84,623
2024-08-03,NA,Affiliate,325.09,1401
2024-08-03,NA,Direct,80.61,100
2024-08-03,APAC,Paid Search,1111.52,3142
2024-08-03,APAC,Social,624.7,2016
2024-08-03,APAC,Email,188.44,329
2024-08-03,APAC,Affiliate,286.6,928
2024-08-03,APAC,Direct,69.45,100
2024-08-04,EU,Paid Search,1152.21,4290
2024-08-04,EU,Social,1010.23,5343
2024-08-04,EU,Email,319.6,587
2024-08-04,EU,Affiliate,359.9,795
2024-08-04,EU,Direct,113.05,241
2024-08-04,NA,Paid Search,641.13,2541
2024-08-04,NA,Social,844.53,3423
2024-08-04,NA,Email,281.08,487
2024-08-04,NA,Affiliate,379.13,1078
2024-08-04,NA,Direct,85.74,149
2024-08-04,APAC,Paid Search,1205.02,5305
2024-08-04,APAC,Social,385.49,1448
2024-08-04,APAC,Email,179.94,284
2024-08-04,APAC,Affiliate,219.63,870
2024-08-04,APAC,Direct,70.35,123
2024-08-05,EU,Paid Search,1393.96,5464
2024-08-05,EU,Social,719.56,2910
2024-08-05,EU,Email,274.13,451
2024-08-05,EU,Affiliate,466.48,1501
2024-08-05,EU,Direct,66.19,100
2024-08-05,NA,Paid Search,961.46,2564
2024-08-05,NA,Social,925.87,3720
2024-08-05,NA,Email,121.64,397
2024-08-05,NA,Affiliate,313.24,1128
2024-08-05,NA,Direct,83.16,111
2024-08-05,APAC,Paid Search,763.45,3201
2024-08-05,APAC,Social,665.36,2042
2024-08-05,APAC,Email,256.09,493
2024-08-05,APAC,Affiliate,261.62,837
2024-08-05,APAC,Direct,106.7,159
2024-08-06,EU,Paid Search,1169.82,3823
2024-08-06,EU,Social,883.26,4088
2024-08-06,EU,Email,320.36,645
2024-08-06,EU,Affiliate,427.41,1226
2024-08-06,EU,Direct,87.58,153
2024-08-06,NA,Paid Search,997.03,3200
2024-08-06,NA,Social,592.88,2626
2024-08-06,NA,Email,249.52,344
2024-08-06,NA,Affiliate,218.95,744
2024-08-06,NA,Direct,79.46,136
2024-08-06,APAC,Paid Search,921.46,2274
2024-08-06,APAC,Social,238.69,1025
2024-08-06,APAC,Email,174.77,379
2024-08-06,APAC,Affiliate,361.41,990
2024-08-06,APAC,Direct,50.0,100
2024-08-07,EU,Paid Search,1241.38,5948
2024-08-07,EU,Social,747.24,2964
2024-08-07,EU,Email,261.21,479
2024-08-07,EU,Affiliate,458.34,1052
2024-08-07,EU,Direct,108.6,157
2024-08-07,NA,Paid Search,853.03,3834
2024-08-07,NA,Social,652.08,3291
2024-08-07,NA,Email,216.38,521
2024-08-07,NA,Affiliate,321.77,1134
2024-08-07,NA,Direct,70.21,100
2024-08-07,APAC,Paid Search,1051.41,3389
2024-08-07,APAC,Social,482.47,2926
2024-08-07,APAC,Email,156.63,199
2024-08-07,APAC,Affiliate,286.3,887
2024-08-07,APAC,Direct,83.64,155
2024-08-08,EU,Paid Search,1129.8,4314
2024-08-08,EU,Social,911.11,2921
2024-08-08,EU,Email,305.73,793
2024-08-08,EU,Affiliate,447.47,1205
2024-08-08,EU,Direct,103.39,181
2024-08-08,NA,Paid Search,796.86,2878
2024-08-08,NA,Social,566.42,1548
2024-08-08,NA,Email,216.21,258
2024-08-08,NA,Affiliate,320.3,941
2024-08-08,NA,Direct,73.79,131
2024-08-08,APAC,Paid Search,903.83,3287
2024-08-08,APAC,Social,626.14,1943
2024-08-08,APAC,Email,213.45,341
2024-08-08,APAC,Affiliate,184.67,502
2024-08-08,APAC,Direct,50.0,100
2024-08-09,EU,Paid Search,1273.24,4418
2024-08-09,EU,Social,719.09,3383
2024-08-09,EU,Email,299.91,414
2024-08-09,EU,Affiliate,352.55,1159
2024-08-09,EU,Direct,107.97,181
2024-08-09,NA,Paid Search,968.38,3975
2024-08-09,NA,Social,740.02,3815
2024-08-09,NA,Email,321.38,657
2024-08-09,NA,Affiliate,433.99,1315
2024-08-09,NA,Direct,68.64,144
2024-08-09,APAC,Paid Search,889.92,3179
2024-08-09,APAC,Social,794.49,4275
2024-08-09,APAC,Email,198.24,376
2024-08-09,APAC,Affiliate,162.56,581
2024-08-09,APAC,Direct,77.29,119
2024-08-10,EU,Paid Search,973.56,4755
2024-08-10,EU,Social,1019.33,4530
2024-08-10,EU,Email,248.05,616
2024-08-10,EU,Affiliate,389.03,858
2024-08-10,EU,Direct,97.82,133
2024-08-10,NA,Paid Search,958.72,3804
2024-08-10,NA,Social,1084.25,3960
2024-08-10,NA,Email,237.59,550
2024-08-10,NA,Affiliate,381.92,1336
2024-08-10,NA,Direct,106.05,118
2024-08-10,APAC,Paid Search,883.33,2723
2024-08-10,APAC,Social,476.55,2306
2024-08-10,APAC,Email,177.27,321
2024-08-10,APAC,Affiliate,289.99,684
2024-08-10,APAC,Direct,98.21,165
2024-08-11,EU,Paid Search,1122.42,3801
2024-08-11,EU,Social,1014.06,3423
2024-08-11,EU,Email,231.93,491
2024-08-11,EU,Affiliate,439.71,1345
2024-08-11,EU,Direct,82.33,182
2024-08-11,NA,Paid Search,831.66,2697
2024-08-11,NA,Social,782.99,3001
2024-08-11,NA,Email,287.91,710
2024-08-11,NA,Affiliate,312.2,463
2024-08-11,NA,Direct,84.11,154
2024-08-11,APAC,Paid Search,920.23,3619
2024-08-11,APAC,Social,534.75,2765
2024-08-11,APAC,Email,209.36,458
2024-08-11,APAC,Affiliate,336.18,1097
2024-08-11,APAC,Direct,78.32,106
2024-08-12,EU,Paid Search,1079.81,3634
2024-08-12,EU,Social,1006.54,2464
2024-08-12,EU,Email,271.16,400
2024-08-12,EU,Affiliate,415.65,914
2024-08-12,EU,Direct,81.36,102
2024-08-12,NA,Paid Search,1013.9,3963
2024-08-12,NA,Social,669.07,2722
2024-08-12,NA,Email,310.77,566
2024-08-12,NA,Affiliate,365.45,1516
2024-08-12,NA,Direct,87.61,148
2024-08-12,APAC,Paid Search,1058.59,5836
2024-08-12,APAC,Social,804.0,4955
2024-08-12,APAC,Email,157.88,395
2024-08-12,APAC,Affiliate,307.3,1164
2024-08-12,APAC,Direct,87.25,139
2024-08-13,EU,Paid Search,1105.98,3092
2024-08-13,EU,Social,909.9,2921
2024-08-13,EU,Email,302.64,748
2024-08-13,EU,Affiliate,368.98,838
2024-08-13,EU,Direct,116.42,135
2024-08-13,NA,Paid Search,926.55,2924
2024-08-13,NA,Social,764.81,3253
2024-08-13,NA,Email,266.36,518
2024-08-13,NA,Affiliate,286.05,949
2024-08-13,NA,Direct,57.08,117
2024-08-13,APAC,Paid Search,880.48,3508
2024-08-13,APAC,Social,997.7,4281
2024-08-13,APAC,Email,189.28,397
2024-08-13,APAC,Affiliate,335.6,998
2024-08-13,APAC,Direct,57.35,100
2024-08-14,EU,Paid Search,1173.03,4038
2024-08-14,EU,Social,785.47,3261
2024-08-14,EU,Email,257.06,632
2024-08-14,EU,Affiliate,433.03,2041
2024-08-14,EU,Direct,91.41,111
2024-08-14,NA,Paid Search,1020.04,3949
2024-08-14,NA,Social,617.62,2970
2024-08-14,NA,Email,207.14,441
2024-08-14,NA,Affiliate,325.47,1351
2024-08-14,NA,Direct,78.33,124
2024-08-14,APAC,Paid Search,539.36,1681
2024-08-14,APAC,Social,618.41,3015
2024-08-14,APAC,Email,196.79,468
2024-08-14,APAC,Affiliate,209.68,653
2024-08-14,APAC,Direct,65.16,101
2024-08-15,EU,Paid Search,1169.38,4871
2024-08-15,EU,Social,757.95,2465
2024-08-15,EU,Email,265.16,480
2024-08-15,EU,Affiliate,365.15,1485
2024-08-15,EU,Direct,91.98,199
2024-08-15,NA,Paid Search,951.7,3796
2024-08-15,NA,Social,769.95,2742
2024-08-15,NA,Email,227.98,539
2024-08-15,NA,Affiliate,217.48,634
2024-08-15,NA,Direct,61.93,109
2024-08-15,APAC,Paid Search,521.0,1231
2024-08-15,APAC,Social,597.44,2280
2024-08-15,APAC,Email,226.1,418
2024-08-15,APAC,Affiliate,153.12,164
2024-08-15,APAC,Direct,63.47,140
2024-08-16,EU,Paid Search,889.77,4499
2024-08-16,EU,Social,830.83,3039
2024-08-16,EU,Email,305.84,658
2024-08-16,EU,Affiliate,367.87,924
2024-08-16,EU,Direct,96.91,128
2024-08-16,NA,Paid Search,1019.86,3029
2024-08-16,NA,Social,906.78,3011
2024-08-16,NA,Email,178.07,402
2024-08-16,NA,Affiliate,406.1,1186
2024-08-16,NA,Direct,73.07,100
2024-08-16,APAC,Paid Search,674.59,2671
2024-08-16,APAC,Social,799.32,3427
2024-08-16,APAC,Email,168.04,277
2024-08-16,APAC,Affiliate,235.3,702
2024-08-16,APAC,Direct,61.4,100
2024-08-17,EU,Paid Search,980.57,2488
2024-08-17,EU,Social,989.93,3937
2024-08-17,EU,Email,292.38,758
2024-08-17,EU,Affiliate,247.38,640
2024-08-17,EU,Direct,85.32,135
2024-08-17,NA,Paid Search,672.29,3166
2024-08-17,NA,Social,524.94,2320
2024-08-17,NA,Email,208.07,531
2024-08-17,NA,Affiliate,363.77,880
2024-08-17,NA,Direct,82.36,156
2024-08-17,APAC,Paid Search,810.54,1775
2024-08-17,APAC,Social,703.08,3697
2024-08-17,APAC,Email,152.54,293
2024-08-17,APAC,Affiliate,214.04,495
2024-08-17,APAC,Direct,62.12,100
2024-08-18,EU,Paid Search,1080.9,3343
2024-08-18,EU,Social,659.49,2985
2024-08-18,EU,Email,357.18,1015
2024-08-18,EU,Affiliate,405.32,876
2024-08-18,EU,Direct,107.11,188
2024-08-18,NA,Paid Search,903.26,3774
2024-08-18,NA,Social,611.23,2253
2024-08-18,NA,Email,192.4,360
2024-08-18,NA,Affiliate,356.49,989
2024-08-18,NA,Direct,97.39,132
2024-08-18,APAC,Paid Search,1273.96,5581
2024-08-18,APAC,Social,666.71,3162
2024-08-18,APAC,Email,335.24,684
2024-08-18,APAC,Affiliate,302.9,870
2024-08-18,APAC,Direct,55.23,100
2024-08-19,EU,Paid Search,1136.18,3934
2024-08-19,EU,Social,916.08,4630
2024-08-19,EU,Email,341.97,1002
2024-08-19,EU,Affiliate,292.13,920
2024-08-19,EU,Direct,115.48,154
2024-08-19,NA,Paid Search,907.37,4179
2024-08-19,NA,Social,982.53,4082
2024-08-19,NA,Email,243.52,540
2024-08-19,NA,Affiliate,261.82,838
2024-08-19,NA,Direct,54.82,100
2024-08-19,APAC,Paid Search,645.38,2517
2024-08-19,APAC,Social,607.97,2598
2024-08-19,APAC,Email,215.62,510
2024-08-19,APAC,Affiliate,290.97,1046
2024-08-19,APAC,Direct,78.37,100
2024-08-20,EU,Paid Search,1313.92,2896
2024-08-20,EU,Social,892.86,2841
2024-08-20,EU,Email,298.38,488
2024-08-20,EU,Affiliate,368.84,1137
2024-08-20,EU,Direct,105.73,152
2024-08-20,NA,Paid Search,1081.82,5230
2024-08-20,NA,Social,603.51,2249
2024-08-20,NA,Email,289.73,581
2024-08-20,NA,Affiliate,433.2,1265
2024-08-20,NA,Direct,72.59,100
2024-08-20,APAC,Paid Search,1016.55,4005
2024-08-20,APAC,Social,414.93,1596
2024-08-20,APAC,Email,218.83,431
2024-08-20,APAC,Affiliate,322.11,560
2024-08-20,APAC,Direct,62.52,100
2024-08-21,EU,Paid Search,1280.84,5470
2024-08-21,EU,Social,838.11,2834
2024-08-21,EU,Email,294.19,726
2024-08-21,EU,Affiliate,372.3,949
2024-08-21,EU,Direct,106.19,180
2024-08-21,NA,Paid Search,911.44,3898
2024-08-21,NA,Social,726.01,1742
2024-08-21,NA,Email,223.99,387
2024-08-21,NA,Affiliate,253.81,854
2024-08-21,NA,Direct,64.49,100
2024-08-21,APAC,Paid Search,306.95,989
2024-08-21,APAC,Social,577.22,2686
2024-08-21,APAC,Email,243.94,410
2024-08-21,APAC,Affiliate,335.78,722
2024-08-21,APAC,Direct,68.44,120
2024-08-22,EU,Paid Search,1125.25,3181
2024-08-22,EU,Social,783.59,3973
2024-08-22,EU,Email,298.32,601
2024-08-22,EU,Affiliate,412.27,1332
2024-08-22,EU,Direct,84.1,113
2024-08-22,NA,Paid Search,1023.27,4166
2024-08-22,NA,Social,820.77,3246
2024-08-22,NA,Email,263.55,674
2024-08-22,NA,Affiliate,273.56,1155
2024-08-22,NA,Direct,101.15,110
2024-08-22,APAC,Paid Search,705.61,2228
2024-08-22,APAC,Social,700.72,2262
2024-08-22,APAC,Email,298.64,645
2024-08-22,APAC,Affiliate,210.49,556
2024-08-22,APAC,Direct,80.32,148
2024-08-23,EU,Paid Search,883.5,4599
2024-08-23,EU,Social,608.0,1787
2024-08-23,EU,Email,333.87,658
2024-08-23,EU,Affiliate,400.43,1221
2024-08-23,EU,Direct,77.0,102
2024-08-23,NA,Paid Search,1082.5,3291
2024-08-23,NA,Social,630.31,3268
2024-08-23,NA,Email,245.93,502
2024-08-23,NA,Affiliate,264.98,1165
2024-08-23,NA,Direct,96.04,111
2024-08-23,APAC,Paid Search,812.63,2527
2024-08-23,APAC,Social,624.98,3324
2024-08-23,APAC,Email,226.75,627
2024-08-23,APAC,Affiliate,231.32,778
2024-08-23,APAC,Direct,50.0,100
2024-08-24,EU,Paid Search,751.64,1709
2024-08-24,EU,Social,1069.18,5599
2024-08-24,EU,Email,273.5,525
2024-08-24,EU,Affiliate,400.24,1099
2024-08-24,EU,Direct,89.09,135
2024-08-24,NA,Paid Search,938.14,3159
2024-08-24,NA,Social,976.59,4250
2024-08-24,NA,Email,221.12,366
2024-08-24,NA,Affiliate,330.21,1229
2024-08-24,NA,Direct,76.83,114
2024-08-24,APAC,Paid Search,928.07,2554
2024-08-24,APAC,Social,470.46,1562
2024-08-24,APAC,Email,230.42,525
2024-08-24,APAC,Affiliate,278.4,682
2024-08-24,APAC,Direct,72.47,105
2024-08-25,EU,Paid Search,1294.98,5563
2024-08-25,EU,Social,829.98,3639
2024-08-25,EU,Email,323.43,617
2024-08-25,EU,Affiliate,364.94,1507
2024-08-25,EU,Direct,92.5,112
2024-08-25,NA,Paid Search,1150.23,3335
2024-08-25,NA,Social,829.85,3577
2024-08-25,NA,Email,295.5,658
2024-08-25,NA,Affiliate,292.87,867
2024-08-25,NA,Direct,91.56,184
2024-08-25,APAC,Paid Search,566.51,2512
2024-08-25,APAC,Social,730.36,3858
2024-08-25,APAC,Email,195.53,265
2024-08-25,APAC,Affiliate,321.71,1313
2024-08-25,APAC,Direct,79.62,100
2024-08-26,EU,Paid Search,1163.79,3922
2024-08-26,EU,Social,928.43,3753
2024-08-26,EU,Email,291.25,591
2024-08-26,EU,Affiliate,357.43,719
2024-08-26,EU,Direct,91.52,155
2024-08-26,NA,Paid Search,910.09,3597
2024-08-26,NA,Social,736.52,3539
2024-08-26,NA,Email,225.39,612
2024-08-26,NA,Affiliate,307.64,998
2024-08-26,NA,Direct,80.63,116
2024-08-26,APAC,Paid Search,653.0,1567
2024-08-26,APAC,Social,824.07,3373
2024-08-26,APAC,Email,103.61,175
2024-08-26,APAC,Affiliate,210.66,790
2024-08-26,APAC,Direct,75.43,100
2024-08-27,EU,Paid Search,1365.87,4949
2024-08-27,EU,Social,997.71,4468
2024-08-27,EU,Email,332.18,741
2024-08-27,EU,Affiliate,331.07,1065
2024-08-27,EU,Direct,100.01,184
2024-08-27,NA,Paid Search,809.13,2999
2024-08-27,NA,Social,835.97,3775
2024-08-27,NA,Email,280.04,529
2024-08-27,NA,Affiliate,207.56,793
2024-08-27,NA,Direct,56.31,100
2024-08-27,APAC,Paid Search,689.94,2600
2024-08-27,APAC,Social,757.76,3646
2024-08-27,APAC,Email,148.45,273
2024-08-27,APAC,Affiliate,225.76,796
2024-08-27,APAC,Direct,82.26,100
2024-08-28,EU,Paid Search,1192.31,4133
2024-08-28,EU,Social,714.32,3498
2024-08-28,EU,Email,295.76,628
2024-08-28,EU,Affiliate,430.37,1634
2024-08-28,EU,Direct,99.37,153
2024-08-28,NA,Paid Search,964.45,2502
2024-08-28,NA,Social,597.44,2111
2024-08-28,NA,Email,210.21,317
2024-08-28,NA,Affiliate,416.44,1233
2024-08-28,NA,Direct,77.57,108
2024-08-28,APAC,Paid Search,942.6,3298
2024-08-28,APAC,Social,823.95,2566
2024-08-28,APAC,Email,274.25,423
2024-08-28,APAC,Affiliate,248.7,763
2024-08-28,APAC,Direct,67.07,124
2024-08-29,EU,Paid Search,1250.63,3339
2024-08-29,EU,Social,643.14,3441
2024-08-29,EU,Email,343.58,496
2024-08-29,EU,Affiliate,349.9,1162
2024-08-29,EU,Direct,84.89,113
2024-08-29,NA,Paid Search,1014.37,2771
2024-08-29,NA,Social,864.96,5180
2024-08-29,NA,Email,240.98,316
2024-08-29,NA,Affiliate,372.11,1008
2024-08-29,NA,Direct,60.69,100
2024-08-29,APAC,Paid Search,1001.34,3196
2024-08-29,APAC,Social,611.63,2457
2024-08-29,APAC,Email,225.4,411
2024-08-29,APAC,Affiliate,229.01,668
2024-08-29,APAC,Direct,56.95,115
2024-08-30,EU,Paid Search,1327.31,5805
2024-08-30,EU,Social,843.16,3679
2024-08-30,EU,Email,327.61,790
2024-08-30,EU,Affiliate,325.88,1141
2024-08-30,EU,Direct,98.1,243
2024-08-30,NA,Paid Search,902.44,3770
2024-08-30,NA,Social,588.35,2535
2024-08-30,NA,Email,214.81,629
2024-08-30,NA,Affiliate,380.55,929
2024-08-30,NA,Direct,92.08,148
2024-08-30,APAC,Paid Search,926.95,2845
2024-08-30,APAC,Social,440.91,1574
2024-08-30,APAC,Email,128.47,270
2024-08-30,APAC,Affiliate,243.79,618
2024-08-30,APAC,Direct,69.24,139
2024-08-31,EU,Paid Search,1268.97,3848
2024-08-31,EU,Social,906.58,3741
2024-08-31,EU,Email,281.14,633
2024-08-31,EU,Affiliate,401.69,1191
2024-08-31,EU,Direct,119.52,221
2024-08-31,NA,Paid Search,870.9,2503
2024-08-31,NA,Social,804.88,3515
2024-08-31,NA,Email,248.62,386
2024-08-31,NA,Affiliate,305.08,1041
2024-08-31,NA,Direct,86.06,100
2024-08-31,APAC,Paid Search,556.93,2007
2024-08-31,APAC,Social,540.74,3036
2024-08-31,APAC,Email,181.84,405
2024-08-31,APAC,Affiliate,258.15,873
2024-08-31,APAC,Direct,85.15,137
2024-09-01,EU,Paid Search,1324.59,3988
2024-09-01,EU,Social,913.48,4200
2024-09-01,EU,Email,337.36,703
2024-09-01,EU,Affiliate,441.09,1615
2024-09-01,EU,Direct,102.14,162
2024-09-01,NA,Paid Search,1055.06,4312
2024-09-01,NA,Social,827.52,2911
2024-09-01,NA,Email,283.37,654
2024-09-01,NA,Affiliate,330.17,1128
2024-09-01,NA,Direct,94.33,169
2024-09-01,APAC,Paid Search,716.21,3437
2024-09-01,APAC,Social,577.06,2264
2024-09-01,APAC,Email,191.19,347
2024-09-01,APAC,Affiliate,235.26,479
2024-09-01,APAC,Direct,72.16,144
2024-09-02,EU,Paid Search,1419.65,4674
2024-09-02,EU,Social,1080.14,4076
2024-09-02,EU,Email,263.29,723
2024-09-02,EU,Affiliate,490.81,2129
2024-09-02,EU,Direct,71.75,113
2024-09-02,NA,Paid Search,1362.22,5358
2024-09-02,NA,Social,808.84,3458
2024-09-02,NA,Email,282.27,588
2024-09-02,NA,Affiliate,502.71,1817
2024-09-02,NA,Direct,92.49,137
2024-09-02,APAC,Paid Search,965.63,2240
2024-09-02,APAC,Social,658.73,3091
2024-09-02,APAC,Email,229.49,351
2024-09-02,APAC,Affiliate,261.2,859
2024-09-02,APAC,Direct,70.43,161
2024-09-03,EU,Paid Search,1419.18,4749
2024-09-03,EU,Social,858.07,2606
2024-09-03,EU,Email,323.5,762
2024-09-03,EU,Affiliate,489.24,1570
2024-09-03,EU,Direct,76.26,122
2024-09-03,NA,Paid Search,1293.12,3968
2024-09-03,NA,Social,716.43,3398
2024-09-03,NA,Email,299.31,590
2024-09-03,NA,Affiliate,438.17,1236
2024-09-03,NA,Direct,108.8,159
2024-09-03,APAC,Paid Search,814.32,2483
2024-09-03,APAC,Social,846.13,3981
2024-09-03,APAC,Email,272.58,694
2024-09-03,APAC,Affiliate,210.47,516
2024-09-03,APAC,Direct,64.82,100
2024-09-04,EU,Paid Search,1103.94,3961
2024-09-04,EU,Social,728.54,2990
2024-09-04,EU,Email,359.23,905
2024-09-04,EU,Affiliate,499.48,1321
2024-09-04,EU,Direct,74.34,106
2024-09-04,NA,Paid Search,782.14,2509
2024-09-04,NA,Social,875.83,2975
2024-09-04,NA,Email,327.47,953
2024-09-04,NA,Affiliate,540.47,1199
2024-09-04,NA,Direct,122.63,208
2024-09-04,APAC,Paid Search,837.01,2649
2024-09-04,APAC,Social,589.47,1979
2024-09-04,APAC,Email,208.47,468
2024-09-04,APAC,Affiliate,275.06,882
2024-09-04,APAC,Direct,86.57,126
2024-09-05,EU,Paid Search,1182.99,4275
2024-09-05,EU,Social,1072.82,4261
2024-09-05,EU,Email,332.38,719
2024-09-05,EU,Affiliate,461.75,1456
2024-09-05,EU,Direct,107.64,151
2024-09-05,NA,Paid Search,989.86,4487
2024-09-05,NA,Social,793.21,2439
2024-09-05,NA,Email,337.31,617
2024-09-05,NA,Affiliate,342.68,961
2024-09-05,NA,Direct,92.67,167
2024-09-05,APAC,Paid Search,748.62,2532
2024-09-05,APAC,Social,546.53,2643
2024-09-05,APAC,Email,173.27,429
2024-09-05,APAC,Affiliate,304.77,961
2024-09-05,APAC,Direct,62.55,100
2024-09-06,EU,Paid Search,1262.29,4530
2024-09-06,EU,Social,1067.36,5700
2024-09-06,EU,Email,357.73,615
2024-09-06,EU,Affiliate,526.35,1775
2024-09-06,EU,Direct,102.85,132
2024-09-06,NA,Paid Search,951.55,3984
2024-09-06,NA,Social,889.32,3425
2024-09-06,NA,Email,298.83,532
2024-09-06,NA,Affiliate,356.18,1460
2024-09-06,NA,Direct,76.6,118
2024-09-06,APAC,Paid Search,951.11,3064
2024-09-06,APAC,Social,746.89,1580
2024-09-06,APAC,Email,225.18,512
2024-09-06,APAC,Affiliate,248.75,879
2024-09-06,APAC,Direct,64.87,106
2024-09-07,EU,Paid Search,1097.35,3225
2024-09-07,EU,Social,834.33,2704
2024-09-07,EU,Email,276.12,656
2024-09-07,EU,Affiliate,465.89,1032
2024-09-07,EU,Direct,120.9,235
2024-09-07,NA,Paid Search,1144.34,3873
2024-09-07,NA,Social,657.6,3866
2024-09-07,NA,Email,233.84,437
2024-09-07,NA,Affiliate,233.08,862
2024-09-07,NA,Direct,79.88,100
2024-09-07,APAC,Paid Search,775.74,3071
2024-09-07,APAC,Social,696.3,2969
2024-09-07,APAC,Email,249.68,528
2024-09-07,APAC,Affiliate,361.2,1305
2024-09-07,APAC,Direct,62.25,113
2024-09-08,EU,Paid Search,1202.44,4490
2024-09-08,EU,Social,914.58,5217
2024-09-08,EU,Email,256.46,570
2024-09-08,EU,Affiliate,441.22,1377
2024-09-08,EU,Direct,86.54,100
2024-09-08,NA,Paid Search,1124.1,3094
2024-09-08,NA,Social,1081.02,4948
2024-09-08,NA,Email,312.52,496
2024-09-08,NA,Affiliate,408.88,1677
2024-09-08,NA,Direct,93.8,164
2024-09-08,APAC,Paid Search,902.5,2783
2024-09-08,APAC,Social,684.69,3443
2024-09-08,APAC,Email,201.07,506
2024-09-08,APAC,Affiliate,267.56,801
2024-09-08,APAC,Direct,78.1,100
2024-09-09,EU,Paid Search,991.7,3786
2024-09-09,EU,Social,1067.93,4062
2024-09-09,EU,Email,326.62,436
2024-09-09,EU,Affiliate,334.02,770
2024-09-09,EU,Direct,101.17,143
2024-09-09,NA,Paid Search,1155.02,3186
2024-09-09,NA,Social,1106.3,4591
2024-09-09,NA,Email,287.2,816
2024-09-09,NA,Affiliate,336.31,742
2024-09-09,NA,Direct,68.32,143
2024-09-09,APAC,Paid Search,774.74,2308
2024-09-09,APAC,Social,681.88,3100
2024-09-09,APAC,Email,303.8,584
2024-09-09,APAC,Affiliate,328.33,914
2024-09-09,APAC,Direct,79.63,127
2024-09-10,EU,Paid Search,1288.7,6364
2024-09-10,EU,Social,1159.92,3849
2024-09-10,EU,Email,307.37,505
2024-09-10,EU,Affiliate,521.13,1283
2024-09-10,EU,Direct,124.46,240
2024-09-10,NA,Paid Search,859.04,2017
2024-09-10,NA,Social,539.31,2725
2024-09-10,NA,Email,299.9,665
2024-09-10,NA,Affiliate,431.86,1135
2024-09-10,NA,Direct,87.22,195
2024-09-10,APAC,Paid Search,978.07,2261
2024-09-10,APAC,Social,791.53,4498
2024-09-10,APAC,Email,183.59,470
2024-09-10,APAC,Affiliate,298.95,824
2024-09-10,APAC,Direct,66.69,107
