return_id,order_id,return_date,reason_code,refund_amount
24056,377759,2024-04-22,Damaged,100.49
24057,377763,2024-04-29,Wrong Size,16.11
24058,377773,2024-04-29,Damaged,48.17
24059,377798,2024-04-29,Wrong Size,27.25
24060,377805,2024-05-08,Damaged,178.59
24061,377847,2024-05-12,Damaged,35.58
24062,377855,2024-05-07,Wrong Size,155.84
24063,377876,2024-05-04,Wrong Size,68.65
24064,377878,2024-04-29,Wrong Size,108.68
24065,377883,2024-04-24,Wrong Size,76.42
24066,377903,2024-04-24,Wrong Size,70.57
24067,377958,2024-05-11,Wrong Size,73.62
24068,377974,2024-05-12,Not as Described,70.43
24069,377983,2024-05-07,Changed Mind,116.26
24070,378034,2024-04-24,Damaged,98.25
24071,378042,2024-05-05,Not as Described,119.77
24072,378043,2024-04-21,Damaged,98.61
24073,378065,2024-04-25,Damaged,160.76
24074,378066,2024-04-25,Wrong Size,67.86
24075,378069,2024-05-10,Not as Described,128.7
24076,378073,2024-04-21,Not as Described,29.18
24077,378079,2024-05-03,Wrong Size,81.04
24078,378086,2024-05-07,Damaged,53.05
24079,378105,2024-05-07,Wrong Size,45.1
24080,378116,2024-04-25,Not as Described,54.77
24081,378127,2024-04-25,Late Delivery,193.56
24082,378131,2024-04-21,Not as Described,29.61
24083,378181,2024-05-03,Wrong Size,88.23
24084,378189,2024-05-01,Damaged,77.26
24085,378197,2024-05-09,Late Delivery,63.85
24086,378212,2024-05-01,Damaged,109.82
24087,378240,2024-05-05,Damaged,93.35
24088,378285,2024-04-27,Not as Described,65.63
24089,378292,2024-04-26,Not as Described,177.1
24090,378338,2024-05-08,Not as Described,150.1
24091,378344,2024-05-07,Changed Mind,28.27
24092,378389,2024-05-03,Wrong Size,120.07
24093,378394,2024-04-28,Wrong Size,87.39
24094,378425,2024-05-06,Wrong Size,26.97
24095,378448,2024-04-26,Wrong Size,19.99
24096,378452,2024-05-10,Changed Mind,64.17
24097,378481,2024-05-15,Damaged,19.8
24098,378488,2024-05-08,Damaged,33.64
24099,378510,2024-04-30,Changed Mind,81.98
24100,378544,2024-05-04,Not as Described,115.64
24101,378549,2024-04-25,Wrong Size,83.57
24102,378561,2024-05-10,Not as Described,94.54
24103,378572,2024-04-25,Not as Described,136.72
24104,378609,2024-04-30,Not as Described,23.71
24105,378610,2024-04-29,Wrong Size,30.76
24106,378622,2024-04-27,Not as Described,155.73
24107,378636,2024-05-04,Wrong Size,72.78
24108,378645,2024-05-08,Wrong Size,132.94
24109,378652,2024-04-24,Wrong Size,24.61
24110,378677,2024-04-27,Wrong Size,16.1
24111,378687,2024-05-03,Not as Described,32.8
24112,378724,2024-05-13,Not as Described,59.15
24113,378766,2024-05-07,Not as Described,28.43
24114,378774,2024-04-28,Damaged,20.32
24115,378775,2024-05-14,Wrong Size,51.37
24116,378779,2024-04-28,Damaged,279.39
24117,378824,2024-05-09,Not as Described,21.55
24118,378887,2024-05-12,Late Delivery,81.62
24119,378908,2024-05-02,Changed Mind,27.0
24120,378928,2024-04-26,Not as Described,22.1
24121,378939,2024-05-10,Changed Mind,26.18
24122,378943,2024-05-13,Damaged,66.32
24123,378975,2024-05-09,Wrong Size,52.81
24124,378977,2024-05-01,Damaged,14.36
24125,378982,2024-04-29,Changed Mind,60.75
24126,379022,2024-04-27,Wrong Size,85.88
24127,379056,2024-05-06,Changed Mind,113.9
24128,379057,2024-05-02,Wrong Size,61.71
24129,379085,2024-05-12,Wrong Size,48.32
24130,379115,2024-04-29,Wrong Size,100.65
24131,379125,2024-05-12,Wrong Size,17.51
24132,379126,2024-05-06,Damaged,59.29
24133,379152,2024-05-06,Changed Mind,58.14
24134,379161,2024-04-28,Late Delivery,28.56
24135,379166,2024-05-07,Wrong Size,87.63
24136,379195,2024-05-07,Wrong Size,13.09
24137,379215,2024-04-27,Wrong Size,61.8
24138,379234,2024-05-06,Not as Described,49.73
24139,379250,2024-05-04,Damaged,104.51
24140,379265,2024-04-27,Late Delivery,52.42
24141,379267,2024-05-02,Wrong Size,34.78
24142,379299,2024-05-12,Wrong Size,193.93
24143,379309,2024-04-24,Wrong Size,30.32
24144,379310,2024-04-26,Not as Described,11.36
24145,379314,2024-05-02,Wrong Size,46.4
24146,379365,2024-05-13,Changed Mind,48.42
24147,379432,2024-05-07,Wrong Size,125.61
24148,379458,2024-05-13,Changed Mind,170.13
24149,379468,2024-05-02,Damaged,58.6
24150,379497,2024-05-06,Not as Described,72.05
24151,379504,2024-05-08,Not as Described,213.24
24152,379507,2024-05-03,Changed Mind,167.51
24153,379509,2024-05-09,Not as Described,51.77
24154,379510,2024-05-07,Wrong Size,151.18
24155,379524,2024-05-02,Not as Described,26.2
24156,379549,2024-04-26,Changed Mind,29.73
24157,379559,2024-04-25,Not as Described,83.14
24158,379562,2024-05-11,Late Delivery,44.34
24159,379582,2024-05-08,Damaged,113.48
24160,379586,2024-04-24,Late Delivery,31.3
24161,379587,2024-05-03,Wrong Size,80.67
24162,379629,2024-04-23,Wrong Size,20.93
24163,379644,2024-05-12,Wrong Size,193.81
24164,379648,2024-04-29,Wrong Size,27.29
24165,379649,2024-05-08,Changed Mind,92.37
24166,379662,2024-05-16,Not as Described,79.62
24167,379674,2024-05-08,Wrong Size,12.14
24168,379681,2024-05-08,Late Delivery,29.86
24169,379682,2024-05-07,Not as Described,126.67
24170,379686,2024-05-05,Not as Described,40.76
24171,379715,2024-04-27,Wrong Size,61.01
24172,379745,2024-05-15,Not as Described,91.61
24173,379749,2024-05-12,Wrong Size,83.9
24174,379766,2024-04-28,Late Delivery,157.92
24175,379790,2024-05-06,Wrong Size,25.64
24176,379816,2024-05-04,Changed Mind,52.18
24177,379818,2024-05-07,Not as Described,85.94
24178,379824,2024-05-15,Wrong Size,121.61
24179,379827,2024-05-04,Wrong Size,48.8
24180,379828,2024-05-11,Changed Mind,70.81
24181,379836,2024-05-12,Wrong Size,55.8
24182,379864,2024-05-07,Damaged,75.04
24183,379887,2024-05-06,Damaged,84.29
24184,379901,2024-05-04,Damaged,30.6
24185,379950,2024-05-12,Wrong Size,17.48
24186,379964,2024-05-08,Late Delivery,81.98
24187,379990,2024-05-06,Wrong Size,62.03
24188,380004,2024-05-04,Wrong Size,26.75
24189,380035,2024-05-07,Not as Described,56.94
24190,380055,2024-05-03,Late Delivery,38.6
24191,380075,2024-05-05,Damaged,16.46
24192,380092,2024-05-04,Damaged,62.34
24193,380118,2024-04-29,Wrong Size,124.15
24194,380121,2024-05-11,Damaged,9.67
24195,380128,2024-05-14,Wrong Size,119.98
24196,380138,2024-05-14,Wrong Size,86.5
24197,380147,2024-05-09,Late Delivery,35.68
24198,380154,2024-05-13,Damaged,88.7
24199,380160,2024-05-07,Damaged,95.03
24200,380171,2024-05-07,Not as Described,70.62
24201,380201,2024-05-09,Not as Described,36.03
24202,380204,2024-05-04,Not as Described,45.39
24203,380234,2024-05-06,Changed Mind,8.39
24204,380254,2024-05-03,Not as Described,58.94
24205,380286,2024-05-08,Changed Mind,161.67
24206,380310,2024-05-17,Damaged,106.58
24207,380316,2024-05-09,Changed Mind,11.27
24208,380340,2024-05-01,Wrong Size,127.33
24209,380367,2024-05-13,Damaged,70.75
24210,380377,2024-05-02,Not as Described,121.79
24211,380380,2024-05-05,Changed Mind,98.29
24212,380391,2024-04-27,Changed Mind,25.54
24213,380401,2024-05-10,Not as Described,60.86
24214,380422,2024-04-29,Late Delivery,54.33
24215,380441,2024-05-10,Wrong Size,55.87
24216,380445,2024-05-09,Wrong Size,69.0
24217,380472,2024-05-01,Changed Mind,26.67
24218,380476,2024-05-03,Wrong Size,135.9
24219,380485,2024-05-15,Wrong Size,134.05
24220,380501,2024-05-11,Wrong Size,85.12
24221,380503,2024-05-11,Wrong Size,109.19
24222,380534,2024-05-16,Wrong Size,82.28
24223,380556,2024-05-04,Late Delivery,68.5
24224,380587,2024-05-03,Wrong Size,41.42
24225,380608,2024-05-15,Late Delivery,42.65
24226,380610,2024-04-26,Late Delivery,113.84
24227,380622,2024-05-02,Wrong Size,86.64
24228,380630,2024-05-01,Damaged,70.15
24229,380688,2024-05-06,Damaged,31.01
24230,380734,2024-05-11,Late Delivery,40.24
24231,380750,2024-05-04,Damaged,28.96
24232,380768,2024-05-12,Late Delivery,28.08
24233,380773,2024-05-05,Not as Described,72.23
24234,380776,2024-05-07,Late Delivery,71.15
24235,380789,2024-05-16,Wrong Size,147.51
24236,380797,2024-05-11,Changed Mind,278.69
24237,380824,2024-05-12,Damaged,79.82
24238,380853,2024-05-08,Wrong Size,39.89
24239,380872,2024-04-30,Wrong Size,89.39
24240,380879,2024-04-27,Damaged,15.74
24241,380889,2024-05-04,Late Delivery,21.61
24242,380901,2024-05-13,Wrong Size,89.71
24243,380908,2024-05-12,Not as Described,161.88
24244,380913,2024-05-15,Wrong Size,88.59
24245,380966,2024-05-08,Damaged,26.77
24246,380980,2024-05-12,Wrong Size,105.04
24247,380984,2024-05-09,Damaged,36.45
24248,381034,2024-05-16,Late Delivery,89.58
24249,381050,2024-05-07,Wrong Size,102.38
24250,381051,2024-05-14,Damaged,60.48
24251,381073,2024-05-15,Late Delivery,50.35
24252,381085,2024-04-29,Damaged,94.76
24253,381106,2024-05-13,Wrong Size,114.22
24254,381125,2024-05-10,Wrong Size,13.06
24255,381137,2024-05-01,Late Delivery,176.83
24256,381172,2024-04-29,Late Delivery,293.31
24257,381266,2024-05-06,Wrong Size,132.52
24258,381267,2024-05-17,Not as Described,33.73
24259,381290,2024-05-17,Wrong Size,48.15
24260,381292,2024-05-04,Changed Mind,49.74
24261,381303,2024-05-14,Not as Described,13.88
24262,381329,2024-05-16,Wrong Size,120.71
24263,381360,2024-05-03,Not as Described,93.06
24264,381391,2024-05-03,Not as Described,81.18
24265,381398,2024-05-11,Wrong Size,24.22
24266,381426,2024-05-03,Wrong Size,14.67
24267,381439,2024-05-14,Wrong Size,37.1
24268,381472,2024-05-05,Changed Mind,217.04
24269,381485,2024-05-11,Damaged,101.66
24270,381491,2024-05-20,Changed Mind,37.43
24271,381512,2024-05-10,Changed Mind,30.98
24272,381527,2024-05-07,Damaged,90.71
24273,381570,2024-05-06,Not as Described,182.62
24274,381572,2024-04-27,Wrong Size,42.85
24275,381595,2024-05-01,Wrong Size,71.31
24276,381606,2024-05-13,Late Delivery,86.67
24277,381609,2024-04-29,Wrong Size,166.14
24278,381615,2024-05-05,Not as Described,185.9
24279,381623,2024-05-01,Late Delivery,77.45
24280,381634,2024-05-12,Wrong Size,13.49
24281,381658,2024-05-02,Wrong Size,161.8
24282,381666,2024-04-27,Not as Described,61.65
24283,381746,2024-04-27,Wrong Size,146.93
24284,381755,2024-05-03,Changed Mind,18.8
24285,381757,2024-05-05,Wrong Size,116.84
24286,381767,2024-04-30,Not as Described,100.39
24287,381781,2024-05-09,Not as Described,158.4
24288,381785,2024-05-04,Wrong Size,28.48
24289,381813,2024-05-06,Changed Mind,18.56
24290,381871,2024-04-25,Late Delivery,67.23
24291,381875,2024-04-30,Wrong Size,16.22
24292,381885,2024-05-03,Wrong Size,95.26
24293,381931,2024-05-04,Not as Described,38.42
24294,381968,2024-04-26,Not as Described,78.47
24295,381980,2024-04-29,Wrong Size,143.94
24296,381985,2024-05-19,Changed Mind,135.06
24297,382002,2024-05-12,Damaged,146.56
24298,382012,2024-05-15,Wrong Size,151.21
24299,382013,2024-05-05,Wrong Size,78.42
24300,382015,2024-05-07,Damaged,22.73
24301,382020,2024-05-04,Late Delivery,59.3
24302,382040,2024-05-15,Wrong Size,43.07
24303,382058,2024-04-28,Damaged,16.63
24304,382062,2024-05-07,Late Delivery,77.19
24305,382064,2024-05-09,Not as Described,93.25
24306,382087,2024-05-02,Wrong Size,79.0
24307,382094,2024-05-17,Not as Described,24.22
24308,382125,2024-05-13,Damaged,44.33
24309,382135,2024-05-17,Changed Mind,60.91
24310,382150,2024-05-03,Late Delivery,67.75
24311,382152,2024-05-15,Changed Mind,40.74
24312,382175,2024-05-15,Late Delivery,17.08
24313,382196,2024-05-14,Not as Described,87.18
24314,382205,2024-05-09,Not as Described,27.74
24315,382228,2024-05-16,Wrong Size,70.75
24316,382240,2024-05-10,Changed Mind,32.99
24317,382250,2024-05-15,Changed Mind,87.05
24318,382263,2024-05-16,Changed Mind,169.25
24319,382282,2024-05-13,Changed Mind,78.22
24320,382291,2024-04-29,Damaged,38.91
24321,382292,2024-05-13,Not as Described,43.92
24322,382313,2024-05-07,Changed Mind,42.74
24323,382316,2024-05-13,Wrong Size,50.09
24324,382345,2024-05-05,Damaged,44.94
24325,382356,2024-05-07,Damaged,76.79
24326,382357,2024-05-09,Not as Described,134.1
24327,382365,2024-05-05,Late Delivery,103.05
24328,382369,2024-04-30,Wrong Size,64.62
24329,382373,2024-05-08,Wrong Size,41.66
24330,382402,2024-05-06,Damaged,147.4
24331,382416,2024-05-12,Not as Described,142.18
24332,382419,2024-05-12,Wrong Size,17.53
24333,382423,2024-05-08,Damaged,19.9
24334,382430,2024-05-08,Not as Described,90.99
24335,382456,2024-05-09,Damaged,55.99
24336,382482,2024-05-07,Wrong Size,26.59
24337,382484,2024-05-13,Wrong Size,82.12
24338,382495,2024-05-14,Late Delivery,51.98
24339,382529,2024-05-04,Late Delivery,128.71
24340,382547,2024-05-02,Not as Described,31.76
24341,382554,2024-05-15,Not as Described,30.26
24342,382567,2024-05-10,Damaged,19.41
24343,382576,2024-05-07,Damaged,77.08
24344,382580,2024-05-01,Changed Mind,52.67
24345,382650,2024-05-18,Wrong Size,27.63
24346,382695,2024-05-02,Wrong Size,136.7
24347,382697,2024-05-08,Damaged,39.46
24348,382712,2024-05-11,Wrong Size,12.92
24349,382714,2024-05-13,Not as Described,32.55
24350,382741,2024-05-08,Wrong Size,31.53
24351,382786,2024-05-01,Damaged,250.04
24352,382816,2024-05-13,Not as Described,192.98
24353,382819,2024-05-01,Late Delivery,17.58
24354,382830,2024-04-30,Wrong Size,85.24
24355,382840,2024-05-17,Wrong Size,57.77
24356,382910,2024-05-01,Damaged,88.65
24357,382914,2024-05-11,Changed Mind,183.68
24358,382925,2024-05-20,Not as Described,33.78
24359,382947,2024-05-01,Changed Mind,39.73
24360,382952,2024-05-19,Late Delivery,10.32
24361,382953,2024-05-09,Late Delivery,24.01
24362,382965,2024-05-10,Damaged,45.04
24363,382972,2024-05-15,Wrong Size,185.8
24364,383011,2024-05-10,Not as Described,129.27
24365,383034,2024-05-12,Changed Mind,52.56
24366,383045,2024-05-14,Wrong Size,70.87
24367,383069,2024-05-05,Wrong Size,106.44
24368,383098,2024-05-08,Changed Mind,233.38
24369,383110,2024-05-07,Wrong Size,122.17
24370,383123,2024-05-02,Wrong Size,43.58
24371,383128,2024-05-07,Damaged,58.13
24372,383129,2024-05-07,Damaged,56.55
24373,383136,2024-05-16,Changed Mind,47.73
24374,383141,2024-05-02,Changed Mind,78.4
24375,383146,2024-05-04,Wrong Size,38.26
24376,383150,2024-05-08,Not as Described,108.58
24377,383160,2024-05-16,Damaged,43.06
24378,383163,2024-05-12,Damaged,123.83
24379,383170,2024-05-07,Wrong Size,21.57
24380,383181,2024-05-12,Wrong Size,81.14
24381,383195,2024-05-07,Damaged,42.38
24382,383197,2024-05-01,Damaged,28.52
24383,383201,2024-05-15,Changed Mind,29.72
24384,383209,2024-05-06,Wrong Size,42.95
24385,383220,2024-05-06,Late Delivery,61.9
24386,383229,2024-05-05,Damaged,37.16
24387,383236,2024-05-03,Damaged,171.67
24388,383253,2024-05-09,Late Delivery,316.75
24389,383303,2024-05-19,Wrong Size,18.38
24390,383323,2024-05-07,Damaged,88.18
24391,383325,2024-05-08,Changed Mind,30.73
24392,383336,2024-05-08,Changed Mind,31.69
24393,383347,2024-05-03,Late Delivery,70.46
24394,383373,2024-05-14,Late Delivery,89.8
24395,383380,2024-05-11,Damaged,8.75
24396,383382,2024-05-14,Wrong Size,64.52
24397,383389,2024-05-01,Changed Mind,28.93
24398,383416,2024-05-18,Damaged,12.97
24399,383432,2024-05-04,Damaged,20.62
24400,383438,2024-05-01,Changed Mind,89.93
24401,383470,2024-05-01,Damaged,54.5
24402,383474,2024-05-15,Damaged,98.82
24403,383493,2024-05-13,Wrong Size,51.29
24404,383521,2024-05-13,Damaged,35.05
24405,383528,2024-05-13,Late Delivery,32.72
24406,383532,2024-04-29,Wrong Size,75.46
24407,383548,2024-05-18,Not as Described,29.89
24408,383564,2024-05-06,Wrong Size,49.05
24409,383565,2024-05-09,Wrong Size,55.78
24410,383568,2024-05-04,Not as Described,179.62
24411,383578,2024-05-11,Not as Described,43.3
24412,383585,2024-05-10,Late Delivery,49.62
24413,383593,2024-05-13,Damaged,22.26
24414,383620,2024-05-17,Late Delivery,64.42
24415,383621,2024-05-05,Damaged,18.32
24416,383624,2024-05-04,Changed Mind,52.04
24417,383647,2024-05-21,Changed Mind,93.33
24418,383685,2024-05-23,Late Delivery,167.74
24419,383701,2024-05-22,Changed Mind,15.56
24420,383712,2024-05-11,Wrong Size,40.87
24421,383753,2024-05-06,Wrong Size,55.94
24422,383760,2024-05-20,Wrong Size,185.14
24423,383763,2024-05-09,Damaged,103.25
24424,383786,2024-05-01,Wrong Size,127.89
24425,383798,2024-05-16,Late Delivery,75.33
24426,383803,2024-05-16,Wrong Size,48.95
24427,383807,2024-05-10,Not as Described,45.89
24428,383810,2024-05-20,Damaged,43.08
24429,383834,2024-05-09,Damaged,85.88
24430,383840,2024-05-04,Wrong Size,106.33
24431,383845,2024-05-03,Wrong Size,85.97
24432,383871,2024-05-19,Damaged,61.01
24433,383888,2024-05-05,Wrong Size,42.08
24434,383901,2024-05-17,Changed Mind,50.93
24435,383912,2024-05-05,Late Delivery,34.32
24436,383930,2024-05-19,Wrong Size,330.74
24437,383953,2024-05-09,Damaged,56.44
24438,383954,2024-05-14,Not as Described,19.15
24439,383977,2024-05-04,Damaged,67.56
24440,383980,2024-05-17,Late Delivery,88.6
24441,384001,2024-05-05,Wrong Size,52.65
24442,384003,2024-05-11,Not as Described,63.64
24443,384007,2024-05-09,Wrong Size,364.83
24444,384016,2024-04-30,Not as Described,114.94
24445,384033,2024-05-15,Damaged,17.25
24446,384038,2024-05-09,Changed Mind,47.37
24447,384047,2024-05-07,Damaged,64.73
24448,384072,2024-05-12,Changed Mind,32.28
24449,384075,2024-05-15,Wrong Size,39.53
24450,384078,2024-05-12,Late Delivery,54.74
24451,384084,2024-05-17,Changed Mind,30.86
24452,384095,2024-05-10,Damaged,15.08
24453,384148,2024-05-10,Late Delivery,91.48
24454,384151,2024-05-04,Not as Described,32.94
24455,384174,2024-05-13,Wrong Size,74.89
24456,384183,2024-05-16,Not as Described,54.35
24457,384198,2024-04-28,Wrong Size,88.31
24458,384200,2024-05-04,Not as Described,64.68
24459,384208,2024-05-20,Wrong Size,58.01
24460,384218,2024-05-13,Damaged,243.23
24461,384242,2024-04-29,Wrong Size,132.63
24462,384261,2024-05-04,Wrong Size,15.37
24463,384269,2024-05-02,Not as Described,51.78
24464,384274,2024-05-17,Changed Mind,63.63
24465,384276,2024-05-04,Wrong Size,27.34
24466,384301,2024-05-17,Wrong Size,15.57
24467,384326,2024-05-18,Damaged,83.92
24468,384335,2024-05-15,Late Delivery,22.17
24469,384388,2024-05-11,Wrong Size,105.14
24470,384390,2024-05-05,Changed Mind,157.11
24471,384427,2024-05-10,Changed Mind,38.21
24472,384436,2024-05-07,Damaged,51.86
24473,384462,2024-05-11,Wrong Size,47.69
24474,384466,2024-05-10,Late Delivery,69.54
24475,384483,2024-05-13,Damaged,122.94
24476,384518,2024-05-11,Wrong Size,94.62
24477,384524,2024-05-14,Late Delivery,48.96
24478,384536,2024-05-15,Changed Mind,81.33
24479,384543,2024-04-30,Not as Described,114.35
24480,384569,2024-05-09,Wrong Size,128.92
24481,384570,2024-05-22,Wrong Size,19.47
24482,384573,2024-05-20,Damaged,60.07
24483,384578,2024-05-15,Damaged,55.84
24484,384587,2024-05-10,Wrong Size,39.99
24485,384601,2024-05-08,Late Delivery,66.91
24486,384605,2024-05-11,Wrong Size,92.09
24487,384658,2024-05-14,Damaged,40.59
24488,384681,2024-05-10,Changed Mind,87.65
24489,384703,2024-05-04,Late Delivery,147.86
24490,384715,2024-05-09,Not as Described,17.09
24491,384742,2024-05-03,Wrong Size,33.94
24492,384744,2024-05-14,Damaged,61.4
24493,384745,2024-05-11,Damaged,63.73
24494,384760,2024-05-11,Damaged,59.28
24495,384763,2024-05-03,Not as Described,100.69
24496,384785,2024-05-12,Late Delivery,20.48
24497,384797,2024-05-14,Wrong Size,65.11
24498,384798,2024-05-14,Damaged,82.34
24499,384818,2024-05-11,Wrong Size,16.44
24500,384821,2024-05-11,Wrong Size,192.2
24501,384826,2024-05-18,Damaged,95.24
24502,384827,2024-05-13,Not as Described,74.07
24503,384885,2024-05-12,Wrong Size,65.6
24504,384921,2024-05-09,Damaged,49.62
24505,384946,2024-05-13,Changed Mind,55.23
24506,384955,2024-05-16,Changed Mind,142.26
24507,384962,2024-05-06,Not as Described,161.88
24508,384975,2024-05-05,Not as Described,28.24
24509,384977,2024-05-11,Damaged,286.39
24510,385006,2024-05-06,Damaged,68.82
24511,385067,2024-05-04,Wrong Size,95.51
24512,385097,2024-05-10,Wrong Size,91.48
24513,385109,2024-05-05,Not as Described,44.38
24514,385147,2024-05-21,Wrong Size,86.24
24515,385162,2024-05-05,Not as Described,95.71
24516,385173,2024-05-11,Changed Mind,30.26
24517,385177,2024-05-13,Late Delivery,45.59
24518,385182,2024-05-16,Changed Mind,132.54
24519,385216,2024-05-06,Late Delivery,61.89
24520,385270,2024-05-19,Damaged,134.95
24521,385284,2024-05-22,Wrong Size,140.99
24522,385294,2024-05-20,Wrong Size,128.47
24523,385354,2024-05-16,Not as Described,26.65
24524,385358,2024-05-12,Wrong Size,134.44
24525,385376,2024-05-20,Wrong Size,86.33
24526,385402,2024-05-09,Wrong Size,23.48
24527,385411,2024-05-05,Not as Described,184.44
24528,385412,2024-05-11,Damaged,68.02
24529,385422,2024-05-16,Late Delivery,162.98
24530,385438,2024-05-23,Changed Mind,118.37
24531,385447,2024-05-05,Damaged,160.61
24532,385453,2024-05-13,Wrong Size,140.31
24533,385461,2024-05-21,Wrong Size,18.56
24534,385463,2024-05-17,Wrong Size,47.49
24535,385466,2024-05-16,Damaged,81.99
24536,385476,2024-05-03,Damaged,121.45
24537,385482,2024-05-18,Wrong Size,115.93
24538,385492,2024-05-21,Changed Mind,40.23
24539,385494,2024-05-13,Not as Described,114.0
24540,385502,2024-05-04,Changed Mind,87.23
24541,385515,2024-05-03,Not as Described,16.68
24542,385519,2024-05-14,Not as Described,9.65
24543,385520,2024-05-20,Changed Mind,104.42
24544,385574,2024-05-13,Not as Described,43.48
24545,385592,2024-05-23,Wrong Size,56.07
24546,385605,2024-05-21,Changed Mind,99.93
24547,385607,2024-05-13,Wrong Size,34.62
24548,385608,2024-05-12,Damaged,58.82
24549,385618,2024-05-14,Damaged,81.39
24550,385633,2024-05-16,Not as Described,28.82
24551,385654,2024-05-03,Late Delivery,92.03
24552,385694,2024-05-15,Wrong Size,24.02
24553,385734,2024-05-02,Wrong Size,102.58
24554,385736,2024-05-05,Not as Described,21.03
24555,385785,2024-05-16,Damaged,40.01
24556,385792,2024-05-02,Not as Described,168.31
24557,385793,2024-05-09,Changed Mind,57.74
24558,385802,2024-05-10,Wrong Size,112.4
24559,385821,2024-05-06,Wrong Size,134.36
24560,385822,2024-05-23,Not as Described,155.81
24561,385849,2024-05-12,Late Delivery,141.05
24562,385855,2024-05-14,Late Delivery,116.07
24563,385879,2024-05-15,Not as Described,31.67
24564,385889,2024-05-05,Damaged,35.62
24565,385897,2024-05-22,Damaged,42.25
24566,385918,2024-05-24,Wrong Size,39.41
24567,386003,2024-05-24,Damaged,53.47
24568,386016,2024-05-09,Wrong Size,83.38
24569,386022,2024-05-21,Wrong Size,35.16
24570,386032,2024-05-07,Not as Described,32.98
24571,386036,2024-05-19,Wrong Size,242.41
24572,386037,2024-05-25,Wrong Size,50.34
24573,386043,2024-05-10,Changed Mind,66.17
24574,386047,2024-05-04,Wrong Size,32.6
24575,386060,2024-05-12,Damaged,136.2
24576,386090,2024-05-27,Changed Mind,39.71
24577,386097,2024-05-16,Changed Mind,85.87
24578,386159,2024-05-18,Wrong Size,205.69
24579,386164,2024-05-07,Damaged,21.8
24580,386174,2024-05-17,Changed Mind,32.24
24581,386175,2024-05-23,Late Delivery,72.17
24582,386202,2024-05-21,Wrong Size,60.5
24583,386204,2024-05-13,Wrong Size,48.58
24584,386210,2024-05-18,Changed Mind,19.59
24585,386216,2024-05-22,Late Delivery,44.93
24586,386218,2024-05-11,Wrong Size,21.68
24587,386236,2024-05-12,Wrong Size,24.15
24588,386250,2024-05-09,Wrong Size,8.8
24589,386253,2024-05-19,Late Delivery,52.09
24590,386272,2024-05-04,Not as Described,182.85
24591,386279,2024-05-05,Changed Mind,21.55
24592,386299,2024-05-08,Not as Described,49.34
24593,386327,2024-05-11,Not as Described,60.9
24594,386335,2024-05-18,Not as Described,98.46
24595,386341,2024-05-20,Damaged,85.66
24596,386373,2024-05-15,Wrong Size,48.45
24597,386385,2024-05-01,Damaged,66.76
24598,386398,2024-05-08,Damaged,94.57
24599,386400,2024-05-21,Damaged,106.24
24600,386424,2024-05-19,Damaged,76.92
24601,386429,2024-05-18,Changed Mind,12.72
24602,386496,2024-05-08,Changed Mind,41.31
24603,386531,2024-05-19,Damaged,220.88
24604,386546,2024-05-09,Damaged,85.71
24605,386578,2024-05-07,Late Delivery,40.04
24606,386582,2024-05-03,Not as Described,69.79
24607,386608,2024-05-07,Not as Described,25.06
24608,386609,2024-05-01,Damaged,29.93
24609,386622,2024-05-06,Not as Described,15.38
24610,386627,2024-05-19,Wrong Size,40.51
24611,386641,2024-05-15,Wrong Size,91.53
24612,386655,2024-05-12,Damaged,55.5
24613,386675,2024-05-09,Changed Mind,68.04
24614,386676,2024-05-16,Late Delivery,18.36
24615,386688,2024-05-05,Late Delivery,83.6
24616,386695,2024-05-19,Wrong Size,32.23
24617,386702,2024-05-19,Late Delivery,152.44
24618,386707,2024-05-17,Damaged,59.54
24619,386711,2024-05-06,Not as Described,139.07
24620,386719,2024-05-19,Wrong Size,35.91
24621,386729,2024-05-21,Wrong Size,79.77
24622,386739,2024-05-15,Damaged,105.89
24623,386747,2024-05-22,Wrong Size,84.44
24624,386754,2024-05-10,Not as Described,26.73
24625,386766,2024-05-15,Not as Described,71.9
24626,386769,2024-05-10,Damaged,170.73
24627,386777,2024-05-09,Damaged,47.29
24628,386797,2024-05-12,Changed Mind,20.47
24629,386808,2024-05-25,Wrong Size,31.61
24630,386813,2024-05-14,Changed Mind,78.74
24631,386816,2024-05-10,Wrong Size,27.29
24632,386823,2024-05-17,Not as Described,103.05
24633,386832,2024-05-19,Damaged,100.02
24634,386868,2024-05-22,Changed Mind,50.87
24635,386885,2024-05-05,Late Delivery,42.54
24636,386908,2024-05-10,Wrong Size,119.16
24637,386924,2024-05-11,Wrong Size,40.45
24638,386931,2024-05-08,Changed Mind,143.55
24639,386949,2024-05-19,Late Delivery,50.88
24640,386953,2024-05-08,Not as Described,48.26
24641,386960,2024-05-10,Wrong Size,26.88
24642,386965,2024-05-20,Not as Described,48.51
24643,386985,2024-05-10,Wrong Size,160.13
24644,386987,2024-05-21,Wrong Size,47.54
24645,386999,2024-05-05,Changed Mind,100.78
24646,387003,2024-05-07,Not as Described,37.57
24647,387010,2024-05-11,Wrong Size,37.24
24648,387027,2024-05-13,Late Delivery,43.06
24649,387030,2024-05-12,Wrong Size,126.33
24650,387047,2024-05-16,Not as Described,55.46
24651,387073,2024-05-19,Not as Described,60.16
24652,387110,2024-05-21,Wrong Size,150.9
